Sentence,Label,prob_0,prob_1,Prediction
marries the amateurishness of the blair witch project with the illogic of series 7 : the contenders to create a completely crass and forgettable movie .,0,0.99820286,0.0017971495,0
"the movie 's eventual success should be credited to dennis quaid , in fighting trim shape as an athlete as well as an actor",1,0.16256374,0.83743626,1
"the actors do n't inhabit their roles -- they 're trapped by them , forced to change behavior in bizarre unjustified fashion and spout dialog that consists mostly of platitudes .",0,0.9809731,0.019026874,0
strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .,0,0.99779284,0.002207145,0
vile and tacky are the two best adjectives to describe ghost ship .,0,0.9398915,0.060108483,0
bow 's best moments are when he 's getting busy on the basketball court because that 's when he really scores .,1,0.07976109,0.9202389,1
a movie that tries to fuse the two ` woods ' but winds up a bolly-holly masala mess .,0,0.9987629,0.0012371094,0
but that 's just the problem with it - the director has n't added enough of his own ingredients .,0,0.9978394,0.0021605901,0
"who knows what exactly godard is on about in this film , but his words and images do n't have to add up to mesmerize you .",1,0.3438086,0.6561914,1
it becomes gimmicky instead of compelling .,0,0.99893594,0.0010640476,0
"sets up a nice concept for its fiftysomething leading ladies , but fails loudly in execution .",0,0.9726794,0.02732065,0
"undone by its overly complicated and derivative screenplay , the glacier-paced direction and the stereotypical characters .",0,0.9984717,0.0015283114,0
"some , like ballistic , arrive stillborn ... looking like the beaten , well-worn video box cover of seven years into the future .",0,0.99748105,0.002518979,0
the sort of movie that gives tastelessness a bad rap .,0,0.9973834,0.0026166055,0
"this time out , -lrb- sade -rrb- is an unsettlingly familiar figure -- in turns loyal and deceitful , responsible and reckless , idealistically selfless and coldly self-interested .",0,0.011675477,0.9883245,1
a pleasant romantic comedy .,1,0.0011726022,0.9988274,1
the director 's twitchy sketchbook style and adroit perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship -lrb- most notably wretched sound design -rrb- .,0,0.9983529,0.0016471242,0
must be seen to be believed .,1,0.060297668,0.93970233,1
... a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life .,1,0.00047314167,0.99952686,1
this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever .,1,0.0005246997,0.9994753,1
"birot is a competent enough filmmaker , but her story has nothing fresh or very exciting about it .",0,0.9037521,0.096247904,0
"it 's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",1,0.19818258,0.8018174,1
"it delivers some chills and sustained unease , but flounders in its quest for deeper meaning .",0,0.9831436,0.016856384,0
"shot perhaps ` artistically ' with handheld cameras and apparently no movie lights by joaquin baca-asay , the low-budget production swings annoyingly between vertigo and opacity .",0,0.99320835,0.00679165,0
it 's painful .,0,0.98254675,0.017453227,0
"a simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lack of creativity within .",0,0.9972077,0.00279227,0
"as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance .",1,0.0023718476,0.99762815,1
"morton is , as usual , brilliant .",1,0.0005773306,0.99942267,1
the picture is a primer on what happens when lack of know-how mixes with lack of give-a-damn .,0,0.023370147,0.97662985,1
"... a weak , manipulative , pencil-thin story that is miraculously able to entertain anyway .",0,0.038232744,0.96176726,1
"what could have become just another cautionary fable is allowed to play out as a clever , charming tale -- as pleasantly in its own way as its self-dramatizing characters .",1,0.0028946996,0.9971053,1
"culkin , who 's in virtually every scene , shines as a young man who uses sarcastic lies like a shield .",1,0.0008711219,0.9991289,1
"for anyone who remembers the '60s or is interested in one man 's response to stroke , ram dass : fierce grace is worth seeking out .",1,0.0017669201,0.9982331,1
falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that are n't funny .,0,0.9974081,0.002591896,0
it wo n't be long before you 'll spy i spy at a video store near you .,0,0.92619044,0.073809564,0
an engaging overview of johnson 's eccentric career .,1,0.0007420182,0.999258,1
"proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday 's weather report .",0,0.51071763,0.48928237,0
the movie stays afloat thanks to its hallucinatory production design .,1,0.00084769726,0.9991523,1
this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime-busting comic vehicle -- a well-intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring,0,0.99725693,0.0027430423,0
"sorry , charlie",0,0.9180762,0.08192378,0
"it 's a hoot and a half , and a great way for the american people to see what a candidate is like when he 's not giving the same 15-cent stump speech .",1,0.0020056963,0.9979943,1
"in scope , ambition and accomplishment , children of the century ... takes kurys ' career to a whole new level .",1,0.0009958148,0.9990042,1
the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film is n't as flippant or slick as it thinks it is .,0,0.9979705,0.0020294983,0
"the more kevin costner rests on his pretty-boy laurels , the public is , regrettably , going to have tepid films like dragonfly tossed at them .",0,0.99498534,0.0050146366,0
... -lrb- a -rrb- strained comedy that jettisons all opportunities for rock to make his mark by serving up the usual chaotic nonsense .,0,0.9630113,0.036988698,0
"blessed with immense physical prowess he may well be , but ahola is simply not an actor .",0,0.9878737,0.012126325,0
"another big , dumb action movie in the vein of xxx , the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through .",0,0.9986823,0.0013176592,0
"nothing denis has made before , like beau travil and nenette et boni , could prepare us for this gory , perverted , sex-soaked riff on the cannibal genre .",0,0.988294,0.011705982,0
"led by griffin 's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material .",1,0.00057661533,0.9994234,1
it 's frustrating to see these guys -- who are obviously pretty clever -- waste their talent on parodies of things they probably thought were funniest when they were high .,0,0.9977496,0.002250351,0
i watched the brainless insanity of no such thing with mounting disbelief .,0,0.98454773,0.015452289,0
"the angst-ridden , affluent slacker characters are more grating than engaging .",0,0.9936208,0.0063791773,0
"he just wants them to be part of the action , the wallpaper of his chosen reality .",1,0.009494007,0.990506,1
"the movie 's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries .",1,0.0008917451,0.99910825,1
"like so many other allegedly scary movies , it gets so tangled up in the twist that it chokes the energy right out of the very audience it seeks to frighten .",0,0.97976685,0.020233128,0
is n't it great ?,1,0.93034846,0.069651544,0
"enormously likable , partly because it is aware of its own grasp of the absurd .",1,0.0015198588,0.99848014,1
"this is as powerful a set of evidence as you 'll ever find of why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives .",1,0.0006414056,0.9993586,1
guillen rarely gets beneath the surface of things .,0,0.8869138,0.11308625,0
"the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor .",1,0.0004313588,0.99956864,1
"ranging from funny to shattering and featuring some of the year 's best acting , personal velocity gathers plenty of dramatic momentum .",1,0.0026886463,0.99731135,1
"the film is faithful to what one presumes are the book 's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .",1,0.0028614998,0.9971385,1
some decent actors inflict big damage upon their reputations .,0,0.96449536,0.035504624,0
"human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal .",0,0.8972996,0.102700405,0
does n't amount to much of anything .,0,0.9984814,0.0015185963,0
"huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she 'll crack .",1,0.0008456707,0.9991543,1
an exceedingly clever piece of cinema .,1,0.00094383955,0.99905616,1
